Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,NOV,2022-23,Virginia,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,NOV,2022-23,U.S. Virgin Islands,0.0206,1e-4,0.0205,1680,6,81507,18+ years,Within 5 percentage points,Adult
2024-25,NOV,2022-23,Vermont,0.3004,0.3707,-0.0703,153272,189143,510181,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2022-23,Washington,0.263,0.2836,-0.0206,1585348,1709522,6027818,18+ years,Within 5 percentage points,Adult
2024-25,NOV,2022-23,Wisconsin,0.308,0.3478,-0.0398,1408779,1590945,4574131,18+ years,Within 5 percentage points,Adult
2024-25,NOV,2022-23,West Virginia,0.2055,0.2174,-0.0119,293499,310530,1428520,18+ years,Within 5 percentage points,Adult
2024-25,NOV,2022-23,Wyoming,0.1705,0.1898,-0.0193,76598,85284,449237,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Alaska,0.0053,0.0023,0.003,707,307,133827,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Alabama,0.0058,0.0034,0.0024,5596,3304,962974,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Arkansas,0.0034,0.0015,0.0019,1912,844,564552,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,American Samoa,0,0.0017,-0.0017,0,13,7639,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Arizona,0.0074,0.0053,0.0022,9830,6986,1321503,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,New York City,0.0063,0.0046,0.0018,9474,6818,1498072,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,California,0.0102,0.0087,0.0015,73489,62656,7220373,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Chicago,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Colorado,0.0057,0.0029,0.0028,6036,3068,1053369,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Connecticut,0.0053,0.0028,0.0025,4015,2130,758237,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,District of Columbia,0.0076,0.0037,0.004,805,387,105409,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Delaware,0.0083,0.0058,0.0025,1668,1158,201301,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Florida,0.013,0.0077,0.0054,56249,33160,4311636,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Federated States of Micronesia,7e-4,0,7e-4,8,0,12246,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Georgia,0,0,0,0,0,2015461,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Guam,0.0127,0.0015,0.0112,351,41,27742,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Iowa,0.0023,0.0022,1e-4,1348,1290,593437,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Idaho,0.0031,0.0019,0.0012,986,600,322101,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Illinois,0.0058,0.0037,0.002,13958,9084,2427133,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Indiana,0.0058,0.0027,0.0031,7462,3477,1278598,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Kansas,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Kentucky,0.0056,0.0034,0.0022,4921,2974,875398,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Louisiana,0.0052,0.0027,0.0025,4503,2348,873539,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Maryland,0.0079,0.0048,0.0031,9669,5921,1222456,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Maine,0.0324,0.072,-0.0396,9739,21633,300529,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Marshall Islands,0,0,0,0,0,7700,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Michigan,0.0057,0.0034,0.0023,11467,6772,2020773,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Minnesota,0.0039,0.0033,6e-4,4269,3582,1091861,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Missouri,0.0037,0.0028,9e-4,4418,3314,1190710,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,N. Mariana Islands,0.0026,0.0026,0,31,31,12020,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Mississippi,0.005,0.0022,0.0028,2810,1213,561642,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Montana,0.0021,7e-4,0.0014,428,141,207146,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,North Carolina,0.0067,5e-4,0.0062,13851,1122,2056433,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,North Dakota,0.0011,5e-4,6e-4,146,61,130824,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,New Jersey,0.0061,0.003,0.0031,11162,5528,1829219,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,New Mexico,0.0072,0.004,0.0032,2787,1555,386838,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Nevada,0.0125,0.0068,0.0057,7364,3997,587166,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,New York,0.0055,0.0039,0.0016,12887,9051,2337214,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Ohio,0.0048,0.0043,5e-4,11145,9957,2314476,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Oklahoma,0.003,0.0015,0.0015,2154,1088,712915,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Oregon,0.0028,0.0011,0.0017,2173,852,784957,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Pennsylvania,0.0053,0.0033,0.002,12358,7680,2335478,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Philadelphia,0.0098,0.0064,0.0034,2637,1717,270072,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Puerto Rico,0.006,0.0138,-0.0079,3826,8858,640160,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Republic of Palau,0,0,0,0,0,4023,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,South Dakota,0.0023,0.0011,0.0013,386,180,164468,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Houston,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,Tennessee,0.0069,0.0037,0.0032,9169,4935,1335281,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Texas,0.0057,0.002,0.0037,28761,10025,5025173,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Utah,0.0049,0.0025,0.0024,2259,1151,460217,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Virginia,NA,NA,NA,NA,NA,NA,50-64 years,Not Available,Adult
2024-25,AUG,2022-23,U.S. Virgin Islands,3e-4,0,3e-4,7,0,22448,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Vermont,0.0025,0.0021,4e-4,334,276,133652,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Washington,0.0064,0.0031,0.0033,9069,4339,1415568,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Wisconsin,0.0026,0.002,6e-4,3109,2344,1184308,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,West Virginia,0.0042,0.0029,0.0013,1515,1055,364081,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2022-23,Wyoming,0.0021,6e-4,0.0015,227,64,108898,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Alaska,5.7512e-6,0,0,1,7,173878,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Alabama,0,1e-4,0,31,82,1059160,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arkansas,7.3346e-6,1e-4,-1e-4,5,71,681696.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,American Samoa,0,1e-4,-1e-4,0,2,15641.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arizona,1e-4,1e-4,0,170,116,1605718.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York City,2e-4,3e-4,-1e-4,257,463,1640786,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,California,0,1e-4,0,175,512,8567802,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Chicago,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Colorado,1e-4,3e-4,-2e-4,114,365,1218497,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Connecticut,0,2e-4,-2e-4,10,148,701836,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,District of Columbia,0,3e-4,-2e-4,6,34,124975.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Delaware,5.0148e-6,2e-4,-2e-4,1,41,199407.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Florida,2e-4,4e-4,-2e-4,800,1622,4140953,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Federated States of Micronesia,0,0,0,0,0,34647,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Georgia,0,0,0,0,0,2437453.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Guam,0,2e-4,-2e-4,0,8,52373,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Iowa,1.4143e-6,4.2428e-6,-2.83e-6,1,3,707072,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Idaho,0,1e-4,-1e-4,17,41,440269.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Illinois,0,1e-4,0,89,197,2707942,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Indiana,0,1e-4,-1e-4,21,106,1526214,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Kansas,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Kentucky,0,1e-4,-1e-4,21,89,975661.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Louisiana,0,1e-4,0,34,74,1052713,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Maryland,0,0,-9.24e-6,36,48,1299127.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Maine,0.0483,0.0699,-0.0216,11693,16920,242032,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Marshall Islands,0,5e-4,-5e-4,1,15,29342,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Michigan,8.2011e-6,1.9297e-6,6.2714e-6,17,4,2072888.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Minnesota,8.6749e-6,0,0,11,31,1268024,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Missouri,6.7385e-6,1e-4,-1e-4,9,80,1335604.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,N. Mariana Islands,1e-4,3e-4,-3e-4,1,5,15392.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Mississippi,0,0,2.9611e-6,31,29,675423.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Montana,0,0,0,0,8,224000.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Carolina,0,1e-4,-1e-4,69,244,2247245.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Dakota,0,0,0,7,5,176399.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,New Jersey,1e-4,3e-4,-3e-4,126,619,1884782,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New Mexico,0,0,0,8,23,461203,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nevada,1e-4,2e-4,-1e-4,34,124,679728,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York,8.0462e-6,1e-4,-1e-4,18,196,2237082,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Ohio,0,0,0,57,94,2502483,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oklahoma,0,1e-4,-1e-4,14,87,929182.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oregon,1.1908e-6,0,0,1,38,839769,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Pennsylvania,0,1e-4,0,49,142,2225691,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Philadelphia,9.1313e-6,2e-4,-2e-4,3,65,328538.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Puerto Rico,0,1e-4,0,11,29,553690.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Republic of Palau,0,0,0,0,0,4829.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,South Dakota,0,0,-9.41e-6,7,9,212574,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Houston,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,Tennessee,1e-4,2e-4,-1e-4,95,255,1473455.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Texas,1e-4,1e-4,-1e-4,367,755,7246622.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Utah,0,1e-4,-1e-4,11,96,905560.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Virginia,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,JUL,2022-23,U.S. Virgin Islands,0,0,0,0,0,24141,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Vermont,0,1e-4,-1e-4,0,13,110501,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Washington,0,1e-4,-1e-4,17,130,1622553.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wisconsin,1.6298e-6,1e-4,-1e-4,2,94,1227144.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,West Virginia,8.632e-6,0,0,3,7,347543.5,6 months-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wyoming,0,0,0,0,3,129929.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Alaska,0.0296,0.0318,-0.0022,5150,5537,173878,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Alabama,0.0253,0.0373,-0.012,26798,39459,1059160,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Arkansas,0.0116,0.0146,-0.003,7906,9944,681696.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,American Samoa,0.0197,0.1092,-0.0895,308,1708,15641.5,6 months-17 years,Lower by 5 percentage points or greater,Child
2024-25,SEP,2023-24,Arizona,0.0307,0.0296,0.0011,49315,47477,1605718.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,New York City,0.0873,0.0873,-6.09e-6,143283,143293,1640786,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,California,0.0386,0.0504,-0.0119,330298,432123,8567802,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Chicago,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Colorado,0.0629,0.0647,-0.0018,76659,78870,1218497,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Connecticut,0.0869,0.0922,-0.0053,60986,64734,701836,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,District of Columbia,0.0568,0.0563,5e-4,7097,7031,124975.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Delaware,0.0546,0.0575,-0.0029,10894,11472,199407.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Florida,0.0333,0.0403,-0.007,137780,166896,4140953,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Federated States of Micronesia,0.0192,0.0085,0.0108,666,293,34647,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Georgia,0,0,0,0,0,2437453.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Guam,0.0317,0.0098,0.0219,1658,512,52373,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Iowa,0.0386,0.0404,-0.0018,27325,28572,707072,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Idaho,0.0242,0.0313,-0.0072,10635,13789,440269.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Illinois,0.0459,0.0468,-9e-4,124231,126611,2707942,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Indiana,0.0334,0.0301,0.0033,51014,45958,1526214,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Kansas,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Kentucky,0.0321,0.0371,-0.0049,31351,36179,975661.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Louisiana,0.0189,0.0199,-0.001,19883,20927,1052713,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Maryland,0.0594,0.062,-0.0026,77129,80532,1299127.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Maine,0.1671,0.1673,-2e-4,40443,40481,242032,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Marshall Islands,0.0073,0.0148,-0.0075,213,433,29342,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Michigan,0.0391,0.0399,-7e-4,81144,82614,2072888.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Minnesota,0.048,0.0514,-0.0034,60838,65141,1268024,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Missouri,0.0298,0.0308,-0.001,39751,41148,1335604.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,N. Mariana Islands,0.1132,0.0239,0.0893,1743,368,15392.5,6 months-17 years,Higher by 5 percentage points or greater,Child
2024-25,SEP,2023-24,Mississippi,0.0101,0.0119,-0.0018,6832,8069,675423.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Montana,0.0162,0.0185,-0.0022,3636,4139,224000.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,North Carolina,0.0547,0.0491,0.0055,122815,110386,2247245.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,North Dakota,0.0447,0.0462,-0.0015,7882,8147,176399.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,New Jersey,0.0761,0.0797,-0.0036,143526,150234,1884782,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,New Mexico,0.0141,0.0176,-0.0035,6500,8120,461203,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Nevada,0.0293,0.0334,-0.0041,19883,22693,679728,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,New York,0.0512,0.0574,-0.0062,114510,128418,2237082,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Ohio,0.0416,0.0365,0.0051,104004,91309,2502483,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Oklahoma,0.0163,0.0185,-0.0022,15156,17223,929182.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Oregon,0.0412,0.0406,7e-4,34623,34072,839769,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Pennsylvania,0.0586,0.0618,-0.0032,130451,137510,2225691,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Philadelphia,0.0695,0.0813,-0.0118,22828,26705,328538.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Puerto Rico,0.0132,0.0193,-0.0061,7309,10664,553690.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Republic of Palau,0,0,0,0,0,4829.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,South Dakota,0.0282,0.0296,-0.0013,5999,6283,212574,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Houston,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,Tennessee,0.0376,0.0361,0.0015,55371,53187,1473455.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Texas,0.0336,0.033,6e-4,243532,239392,7246622.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Utah,0.0405,0.0418,-0.0014,36640,37878,905560.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Virginia,NA,NA,NA,NA,NA,NA,6 months-17 years,Not Available,Child
2024-25,SEP,2023-24,U.S. Virgin Islands,0.0033,0,0.0033,80,1,24141,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Vermont,0.0545,0.0489,0.0056,6025,5406,110501,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Washington,0.0459,0.0523,-0.0064,74443,84785,1622553.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Wisconsin,0.0445,0.0418,0.0027,54646,51307,1227144.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,West Virginia,0.0165,0.0222,-0.0057,5749,7722,347543.5,6 months-17 years,Within 5 percentage points,Child
2024-25,SEP,2023-24,Wyoming,0.0076,0.0097,-0.0022,984,1264,129929.5,6 months-17 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,0.0042,0.0036,7e-4,3081,2596,726305,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Alabama,0.0055,0.004,0.0015,26727,19362,4893409,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Arkansas,0.0028,0.0025,3e-4,8452,7443,3012504.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,American Samoa,0,0.0149,-0.0149,2,702,46976.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Arizona,0.0066,0.006,6e-4,49007,44215,7380696.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,New York City,0.0062,0.0057,5e-4,50551,46346,8200096,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,California,0.0078,0.0105,-0.0026,305906,409479,39144646,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Chicago,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Colorado,0.0057,0.0052,5e-4,32826,30202,5776181,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Connecticut,0.0071,0.006,0.0011,25299,21416,3539890,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,District of Columbia,0.005,0.003,0.002,3557,2109,708203.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Delaware,0.0076,0.0071,5e-4,7492,6997,981560.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Florida,0.0131,0.0104,0.0028,283923,224012,21623533,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Federated States of Micronesia,4e-4,0,4e-4,42,0,101371,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Georgia,0,0,0,0,0,10647521,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Guam,0.0086,6e-4,0.008,1429,97,166917,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Iowa,0.002,0.0016,5e-4,6398,4974,3145074,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Idaho,0.0029,0.0027,2e-4,5259,4863,1816139.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Illinois,0.0058,0.0048,0.001,72477,59900,12517504,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Indiana,0.0055,0.0032,0.0023,36819,21506,6714728,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Kansas,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Kentucky,0.0053,0.0043,0.001,23796,19134,4450995.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Louisiana,0.0044,0.0035,9e-4,20360,16014,4616751,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Maryland,0.0074,0.0052,0.0022,44460,31498,6021010.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Maine,0.0476,0.0474,2e-4,63916,63685,1344005,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Marshall Islands,1e-4,0.0027,-0.0026,5,205,76871,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Michigan,0.0056,0.0056,2.522e-6,55702,55677,9912630.5,Overall,Within 5 percentage points,All
